iso,region_dev,region_ar6_6,pop,pop_density,forest_pct,gdp,gdppc,summer_vpd,pop_forest,hvi,log_vpd,log_pdforest,log_hvi,damage,damage_gdp_weighted,weights
AFG,ldc,APC,19262847.0,29.533825491007775,0.0185278199408184,6007188510.66862,311.853617000053,30.27017721571071,7051.9866413247955,0.6679999999999999,3.4101629775196516,8.861064649205828,-0.40346710529579083,507607120.4533937,8.44999486118832,32.79596977329975
ALB,developed,DEV,2970017.0,108.3947810218978,0.2840288321167883,10677324852.88222,3595.03829536404,14.707669824792834,244378.68429405295,0.27,2.6883691145123723,12.406474286003222,-1.3093333196133918,493823977.7654103,4.624978490114105,17.178841309823678
ARG,developing,LAM,39398481.75,14.396399208532936,0.11650424422386163,369132785037.0717,8935.00646466453,14.856472061004409,57229.08673701367,0.2534614361702127,2.6984355993334224,10.954817557509157,-1.3725435926899197,977785160.9243873,0.33648850132409636,12.025188916876575
AUS,developed,DEV,19940797.416666668,2.5953333714787257,0.172161350856569,665182198131.5216,30850.7032317859,22.56451113623983,24830.621290074032,0.10057995495495488,3.1163783683573696,10.119832899940045,-2.296802295097089,699277108.5947068,0.1393862321113995,17.178841309823678
BEN,ldc,AFR,10308730.0,91.42186945725436,0.3090768002837886,12517845123.931507,1214.29556540248,19.05661608275755,193097.6700044124,0.48,2.9474143422151036,12.17095140207976,-0.7339691748718671,511605483.0668534,4.087009209666371,32.79596977329975
BGR,developed,DEV,7523957.5,68.60281300127008,0.3324359944662081,48643741645.059975,6920.301989033909,14.291871634195516,157971.94376988566,0.23999999999999996,2.659690958473439,11.97017272516482,-1.4271163552234791,270975493.70967805,0.4175410935938623,17.178841309823678
BOL,developing,LAM,10411125.714285715,9.610565599820655,0.4875816490617293,23846120820.48902,2135.9484101722524,11.41068197399673,26090.204553948945,0.3353662613981762,2.434549931947323,10.169315218420047,-1.0925320264888143,666724142.4833282,3.924889193935205,12.025188916876575
BRA,developing,LAM,192634579.5,23.047541618111207,0.62972625488446,1236465114752.9907,6150.8737259316895,10.836386511994377,60596.38023243365,0.2814999999999999,2.3829095928460715,11.011990438135314,-1.2676228310471525,33168816196.454765,1.8064901181174762,12.025188916876575
BRN,developing,APC,320152.0,60.74990512333966,0.759392789373814,4051142386.302119,12653.8093977302,6.4517836383655265,122318.8443419796,0.1989999999999999,1.8643566256748825,11.71438639273277,-1.6144504537551325,3591000.0,0.08864166345132746,12.025188916876575
BTN,ldc,APC,570990.0,14.346482412060302,0.6522793969849247,399311199.5077599,699.331335938913,4.089457539959813,187581.0076816592,0.592,1.4084123304662475,12.141966072058626,-0.5242486439292124,6149000.0,1.5399017126441765,32.79596977329975
CAN,developed,DEV,31541462.5,3.5229128900801268,0.38823204596864014,987653753078.5223,29728.158847562678,6.67734211014291,25100.952725409632,0.11271771771771766,1.8987200206820576,10.130661081587158,-2.1828686580683065,1507786753.8078263,0.19564098515754186,17.178841309823678
CHL,developing,LAM,16994572.35714286,22.856544650590504,0.2274580102614471,187285624892.85834,10447.223896185153,7.8667574953791926,49544.329792656354,0.232620820668693,2.0626459693322903,10.810623099156707,-1.4583455297106347,473753108.4585494,0.3696562574651873,12.025188916876575
CHN,developing,APC,1247557500.0,132.88534388959746,0.19694045149975678,4895043282735.111,3558.4605806935406,10.645846510911618,317962.0059035215,0.3366409574468085,2.3651698171200133,12.669687176333401,-1.08873832445315,2550874597.752789,0.0911689495649099,12.025188916876575
COD,ldc,AFR,69772797.66666667,30.776911698756823,0.5979475823941539,26043933365.039196,365.6826566070113,9.579209894854666,83790.18121081674,0.5623333333333332,2.259595114150947,11.336071110283319,-0.5756604849264482,625965779.7752016,2.443585787735685,32.79596977329975
COL,developing,LAM,41261584.75,37.18935083370888,0.5593083708877873,181957384869.0092,4144.5683468486,6.547177797995843,118971.71016232924,0.3085,1.8790340862760673,11.68664101410315,-1.1760334353125454,725903019.6119771,0.547576919579347,12.025188916876575
CRI,developing,LAM,3321939.0,65.05951821386604,0.5674430082256169,8564041916.152756,2578.02503783265,6.969684829856135,250721.83844248403,0.3259999999999999,1.941570005666296,12.432099390214862,-1.1208578973086811,500669134.3784606,5.846177999597851,12.025188916876575
CUB,developing,LAM,11070094.0,103.07350093109868,0.2232122905027933,28364615200.00003,2562.27410535087,10.233195447375325,186016.5855738699,0.3149999999999999,2.325636891646185,12.13359111847194,-1.155182639839044,512319041.7683216,1.8061906997713157,12.025188916876575
CYP,developed,DEV,1244188.0,134.65238095238095,0.1866991341991342,40741985843.625,32745.84375,18.91620681084419,159193.11900474827,0.1039999999999999,2.9400190578443093,11.977873329126325,-2.263364378879227,50761000.0,0.1245913741044184,17.178841309823678
DOM,developing,LAM,9164768.0,189.70747257296625,0.4187114469054026,35777560683.936615,3903.8152066628,7.508987116758597,498248.5819647751,0.3259999999999999,2.01610058542292,13.118854392039431,-1.1208578973086811,506088034.00462174,1.4145403552675542,12.025188916876575
DZA,developing,AFR,39181050.4,16.45059458590583,0.00782881207295252,146197909395.52826,3576.043864868586,40.56585550932372,18311.260260486644,0.3178255319148936,3.7029267154662215,9.815271464381688,-1.1462526882233572,1518589109.715054,2.272545505946089,12.025188916876575
ECU,developing,LAM,12369097.0,47.88644289431315,0.524873226437966,52536816206.674965,3765.773791935305,9.438009064374524,190879.81549591967,0.28278191489361704,2.244745053726973,12.15939927073404,-1.2630792968150022,511054463.50836176,1.7544439183481275,12.025188916876575
ESP,developed,DEV,44131078.88888889,88.3506423464276,0.3484824804566167,1056284380380.3513,23366.818340827303,18.912818232143096,162562.04418014348,0.1499932432432432,2.9398399055290545,11.998815018220254,-1.8971650302787884,1012112933.2139388,0.11953916255493341,17.178841309823678
ETH,ldc,AFR,67031867.0,67.031867,0.185285,8242349617.863806,122.961659681414,19.252179560048333,208775.20318675303,0.7130000000000001,2.95762427822826,12.249013369254117,-0.33827385842758856,492857162.94592845,5.979571187780599,32.79596977329975
FRA,developed,DEV,60843644.875,111.10924800302679,0.2819333165528743,1509288957411.4614,24005.85724744419,11.348083891800963,185640.57618957607,0.14711486486486483,2.4290489095788637,12.131567697151072,-1.9165416030141924,824219433.8851805,0.06767724420253947,17.178841309823678
GRC,developed,DEV,10629568.8,82.46368347556245,0.2884270093095423,197187555274.91766,18385.189734575917,16.1671856665974,139451.7853658002,0.15699391891891884,2.782983611854719,11.845474195883684,-1.8515482067475206,855061605.1429634,0.4891721890765929,17.178841309823678
HND,developing,LAM,8467535.0,75.6773170077755,0.586137277683439,17837679854.95451,1925.6641600922098,8.767253423495935,189296.6043870925,0.4115,2.171023578724072,12.151070399303265,-0.8879462586219993,517010977.7587277,4.5236663444449015,12.025188916876575
HRV,developed,DEV,4301612.25,76.88248100522975,0.34054756236300093,43191100134.47636,10124.85279337988,14.055903340553932,140458.1643048198,0.19774999999999998,2.6430424741290746,11.852664960460729,-1.620751671828685,267290807.3847156,0.49344564135017227,17.178841309823678
IDN,developing,APC,215410356.6,117.04977921605959,0.5708978307206303,296866277310.17596,1270.8365939600092,7.035432545168253,304527.2649039101,0.3974,1.9509591734336342,12.62651590203795,-0.922811948612785,3743261808.0216537,1.929251808703588,12.025188916876575
IND,developing,APC,1249379900.0,420.21529064741907,0.2353782749616853,1818848981575.9133,1376.539574502637,16.031645147500488,1042777.3007538732,0.41,2.7745645906505376,13.857398193211425,-0.8915981190398812,1089080346.7790062,0.07925500885090143,12.025188916876575
IRN,developing,MEA,67327117.0,41.33642586998698,0.0589339374739065,128626917504.3978,1910.4771336696,36.45401522828416,91646.19624840676,0.299,3.596051609545129,11.425690749388648,-1.2073117052570024,537006985.3134351,0.4174919182799157,12.025188916876575
ISR,developed,MEA,7732425.0,357.32093345656193,0.06660120147874302,269656876779.61307,33180.13612008742,22.086849928255432,641132.3982517786,0.1162499999999999,3.094982405559291,13.370991264109145,-2.152012233654457,415295158.27740574,0.14280154352481989,17.178841309823678
ITA,developed,DEV,56708904.666666664,192.81528906418234,0.26159203472623616,907827238530.777,15998.663503085836,11.760822264087219,274565.56222042564,0.1896599099099098,2.4647738604502454,12.522945353746495,-1.6625227580077935,1619815537.3511655,0.1661423684479136,17.178841309823678
JPN,developed,DEV,127445000.0,349.64334705075447,0.682962962962963,4182846045873.6055,32820.7936433254,6.7159625310811,626741.5789058993,0.118,1.9044871601617774,13.348289579800875,-2.137070653669015,1374078640.6552424,0.0328503278768956,17.178841309823678
KAZ,developing,EEA,17478188.5,6.474122495092047,0.01230218302033555,123831130494.22984,6468.76758781569,22.346673903474233,9166.444141077594,0.32678191489361696,3.106677491352961,9.1233047191731,-1.1184622572044003,544079571.6607479,1.3550949691200485,12.025188916876575
KOR,developing,APC,49716041.166666664,511.6330363242912,0.655347096007279,1217251981923.417,24150.53679709627,8.24000619333171,998670.4001671444,0.19552127659574467,2.10900109555116,13.814180073429274,-1.6320860732752136,758175585.2523108,0.07009126725651536,12.025188916876575
LBN,developing,MEA,4809608.0,470.1474095796676,0.134505376344086,24827355014.92537,5162.03295880358,18.622018642309143,835666.6696713027,0.248,2.9243446785618064,13.635985092067816,-1.3943265324139291,496417327.09534377,1.9994772975087938,12.025188916876575
MEX,developing,LAM,80233749.0,41.273566192546106,0.3631351114997814,221403098266.7696,2759.47591912687,13.072040632937163,216439.99527680743,0.316563829787234,2.5704756465152916,12.285068629934493,-1.1502303835221455,196415000.0,0.08871375402494988,12.025188916876575
MKD,developed,DEV,2045721.0,80.78327669711416,0.38682247967785177,8885607502.754755,4320.23093801209,16.577637115645082,182358.79491013673,0.2774999999999999,2.808054625422281,12.113731426004033,-1.2819343454352878,517763125.91744125,3.921882550330003,17.178841309823678
MMR,ldc,APC,32821779.0,50.22153043425039,0.6000930317960645,952265051.9924076,29.0132065051199,14.666421625059836,177438.90747751333,0.592,2.685560637735116,12.086381645427691,-0.5242486439292124,44357000.0,4.6580518635218855,32.79596977329975
MNG,developing,APC,2161433.0,1.396780978358108,0.0927468054822683,2560785660.000003,1184.76291423329,10.542053093516875,2467.989989497405,0.421,2.3553723148097157,7.811159328897727,-0.8651224450622259,246383000.0,9.621383150044652,12.025188916876575
MOZ,ldc,AFR,21845571.0,27.77991683410056,0.5012247513924566,12920340964.65434,591.439837606183,13.428384573237365,80278.20616061642,0.613,2.5973707183664065,11.293253457875082,-0.48939034288279354,513401157.43424493,3.973588304199834,32.79596977329975
MYS,developing,APC,20693033.0,62.982903667630495,0.6106288236189317,94355333102.28902,4555.71583827758,6.020475091229454,208242.7087503035,0.31049999999999994,1.7951661750322936,12.24645954741281,-1.1695713772865426,538093056.4840281,0.5717709728412057,12.025188916876575
NPL,ldc,APC,24281659.5,169.56396427029546,0.4070358478075813,13962660532.410553,522.2588512819971,6.312875303354173,591470.2223633188,0.499,1.8425912468467007,13.290366618552316,-0.6951491830302176,357302730.12511367,1.620674941328772,32.79596977329975
NZL,developed,DEV,3274400.0,12.43553226235236,0.3559405263757548,40376354069.94735,12330.9168305483,14.061332913666607,119923.61129464414,0.15097972972972967,2.643428683721727,11.694610246521224,-1.89060969071636,500439598.954398,1.2394373154332963,17.178841309823678
PAK,developing,APC,235824862.0,305.91643576172686,0.047796803652968,374697366359.2447,1588.8798287911,21.29351663229383,415362.0658123959,0.316563829787234,3.058402642925644,12.936905866592232,-1.1502303835221455,596004531.518791,0.1590629091711752,12.025188916876575
PAN,developing,LAM,3368573.0,45.31306160882432,0.5883306429916599,18141666300.000004,5385.56424337546,5.8422669165679935,111821.03569303195,0.246,1.7651188921837222,11.624654976682548,-1.4024237426432702,504217052.0786341,2.7793315329509394,12.025188916876575
PER,developing,LAM,25365386.0,19.8167078125,0.5909612734375,58147522522.52251,2292.39651714831,7.1600842413938,38165.046249201696,0.344,1.9685217464751004,10.549675356054234,-1.067113621318041,509822964.6158416,0.8767750413069963,12.025188916876575
PHL,developing,APC,74491918.0,249.8303585203072,0.248286883321595,74492416329.91428,1000.00668971786,7.708439861464072,678480.2237548891,0.37,2.0423158145134677,13.42761061082401,-0.9942522730735966,508731383.54110277,0.6829304358822484,12.025188916876575
PRT,developed,DEV,10305275.555555556,112.55773325017324,0.3628267334251532,178759136324.24323,17246.726628560773,15.175484759068825,180412.1380698574,0.15821321321321316,2.7196812810263706,12.102999168548164,-1.8438117042968947,965867215.4519217,0.7005686334146475,17.178841309823678
PRY,developing,LAM,6060085.5,15.25317266549207,0.46536926755600305,27890865782.29161,4501.05088785396,13.156314992665095,40557.46704968204,0.2995,2.5769018709381086,10.610475186849586,-1.2056408610927432,283673247.09078586,0.8107208611657672,12.025188916876575
RUS,developed,EEA,145107503.9,8.859117991026942,0.49609594851770017,1173973507432.9907,8145.875500488281,6.200373808017003,15127.503687647866,0.22179594594594593,1.8246095818653532,9.62426980226759,-1.5059974817534385,871897369.1137342,0.10387098280496587,17.178841309823678
SDN,ldc,AFR,25029144.0,10.534151515151516,0.1234511363636363,9163567726.000494,366.115905761719,38.05095830182464,36172.12843640228,0.624,3.6389262693236546,10.496044168567392,-0.47160491045245295,612982674.0858693,6.689345159163353,32.79596977329975
SRB,developed,DEV,7516346.0,85.94038417562314,0.2986279442030642,6875845986.521212,914.785719885861,16.203658509562715,238400.95563326855,0.31,2.7852370506714923,12.38170922269411,-1.1711829811803645,492614529.9412863,7.1644206532107235,17.178841309823678
SSD,ldc,AFR,10447666.0,16.53294826958682,0.113256215087114,11197576112.391514,1071.77776475545,14.666421625059836,177438.90747751333,0.607,2.685560637735116,12.086381645427691,-0.49922648775789413,493525352.66612035,4.4074302126865925,32.79596977329975
SWE,developed,DEV,10175214.0,24.9814588688378,0.6869449813537893,555455371487.0892,54589.0603860606,7.015587916729345,28339.011226317893,0.058,1.9481345185714591,10.25199462295069,-2.8473122667115796,118877000.0,0.02140171940037907,17.178841309823678
TUN,developing,AFR,12037194.5,77.47936727600413,0.04513388259526255,44425411865.64197,3688.45147390257,36.90620855596042,103347.462763416,0.2645,3.608379790445213,11.545852014865803,-1.329914027305711,510171212.2525137,1.1516791572562584,12.025188916876575
TUR,developed,DEV,69901582.25,90.82491879214687,0.2709849083325754,511518354628.7937,6968.662525543976,19.09698159705931,189557.77316135992,0.2845,2.9495302910019414,12.152449128604632,-1.2570220250642576,497427502.71680033,0.15251368362451562,17.178841309823678
TZA,ldc,AFR,31785846.0,35.883772860690904,0.6184918717543463,7906638979.985401,248.747161865234,12.663205899734043,133473.89386409908,0.627,2.5387006152931653,11.801661186119956,-0.4668087381897267,535872690.9355511,6.777502960386089,32.79596977329975
UKR,developed,DEV,44132049.0,76.16853469105972,0.1672419744563341,165571854565.59668,3751.7373046875,12.919757512747555,148562.8255348141,0.2249999999999999,2.5587577298228754,11.908763215331545,-1.4916548763332729,183184000.0,0.11063716141889665,17.178841309823678
USA,developed,DEV,298643134.9230769,32.62019609812229,0.33463055956998944,14607399842230.768,47402.671355821956,13.894968924977919,72851.85503212913,0.10284459459459451,2.631526826781597,11.196183275020902,-2.2745362194942453,7769625115.274709,0.05038949753652349,17.178841309823678
VNM,developing,APC,80642308.0,259.67576235710834,0.389788826275962,35064105500.83449,434.810292146332,7.564964760209378,684054.6599843139,0.392,2.023527688975587,13.435793105669642,-0.9364934389365724,517288230.8122945,1.4752643006962878,12.025188916876575
ZAF,developing,AFR,49457337.11111111,40.76971791961941,0.1450851498606405,237794349225.85785,4655.555515851043,17.094845570373273,103594.58547153442,0.3460626477541371,2.83877698944258,11.548240343653443,-1.0611354571521228,555791043.7389221,0.288453307502422,12.025188916876575
